chemical_class,buffer_m,lag_window_days,lbs_ai,acres_treated,tox_units_avian,tox_units_aquatic,n_sections_intersected,n_applications,location_id,survey_start,survey_end,spatial_join
Pyrethroids,5000,90,31.0089,294.7197,0.023561,85.532184,34,362,BBS_CA_054_ORANGE_COVE_2017,2017-05-28,2017-06-10,plss_spatial
Restricted neonics,5000,90,30.6102,67.1596,0.986616,0.00036,18,65,BBS_CA_054_ORANGE_COVE_2017,2017-05-28,2017-06-10,plss_spatial
Spinosyns,5000,90,23.4487,266.6509,0.010424,0.102681,36,408,BBS_CA_054_ORANGE_COVE_2017,2017-05-28,2017-06-10,plss_spatial
Diamides,500,30,1.0201,9.8527,0.000453,0.051004,2,14,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Organophosphates,500,30,0.4439,0.4783,0.011323,4.438811,1,1,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,500,30,2.8305,21.3773,0.002339,6.708172,3,31,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,500,30,0.0571,0.3121,0.001843,1e-06,1,1,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Spinosyns,500,30,1.817,20.1935,0.000811,0.007741,3,31,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Diamides,1000,30,4.0502,39.1003,0.0018,0.202512,2,14,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Organophosphates,1000,30,1.6945,1.8259,0.043227,16.945088,1,1,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,1000,30,11.4406,86.6637,0.009441,27.193707,3,31,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,1000,30,0.2405,1.3137,0.007758,3e-06,1,1,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Spinosyns,1000,30,7.3863,82.0027,0.003299,0.031438,3,31,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Diamides,2000,30,18.0566,174.0581,0.008025,0.904068,8,77,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Next-gen systemics,2000,30,0.0578,0.317,0.000249,1e-06,1,3,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Organophosphates,2000,30,5.2265,5.6317,0.133328,52.264634,1,1,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,2000,30,52.2777,357.2306,0.043881,119.47658,10,114,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,2000,30,0.7989,4.3647,0.025771,9e-06,2,5,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Spinosyns,2000,30,33.041,368.9591,0.014763,0.140152,11,129,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Carbamates,5000,30,0.097,0.1078,0.004008,0.012761,1,1,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Diamides,5000,30,101.143,957.5358,0.044952,5.067618,27,165,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Next-gen systemics,5000,30,5.6418,41.4475,0.024318,7.3e-05,7,9,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Organophosphates,5000,30,6.1306,6.0144,0.164268,60.17627,3,11,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,5000,30,310.9361,2078.134,0.259414,745.070756,35,318,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,5000,30,36.4328,75.3785,1.174825,0.000429,12,43,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Spinosyns,5000,30,191.8143,2158.3855,0.08579,0.808402,33,319,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Diamides,500,60,1.2714,12.6933,0.000565,0.072666,3,16,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Organophosphates,500,60,0.5105,0.5456,0.013023,5.105069,1,2,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,500,60,2.8305,21.3773,0.002339,6.708172,3,31,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,500,60,0.0571,0.3121,0.001843,1e-06,1,1,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Spinosyns,500,60,1.817,20.1935,0.000811,0.007741,3,31,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Diamides,1000,60,5.1078,51.0553,0.00227,0.293681,3,16,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Organophosphates,1000,60,1.9489,2.0828,0.049716,19.488518,1,2,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,1000,60,11.4406,86.6637,0.009441,27.193707,3,31,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,1000,60,0.2405,1.3137,0.007758,3e-06,1,1,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Spinosyns,1000,60,7.3863,82.0027,0.003299,0.031438,3,31,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Diamides,2000,60,22.1141,219.8351,0.009829,1.253853,11,88,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Next-gen systemics,2000,60,2.086,11.4317,0.008991,2.7e-05,3,21,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Organophosphates,2000,60,6.0109,6.4241,0.15334,60.109471,1,2,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,2000,60,52.2777,357.2306,0.043881,119.47658,10,114,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,2000,60,0.799,4.365,0.025774,9e-06,2,6,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Spinosyns,2000,60,33.041,368.9591,0.014763,0.140152,11,129,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Carbamates,5000,60,0.097,0.1078,0.004008,0.012761,1,1,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Diamides,5000,60,122.224,1192.4596,0.054322,6.79515,34,238,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Next-gen systemics,5000,60,34.1669,198.0093,0.147271,0.00044,12,47,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Organophosphates,5000,60,6.9378,6.8298,0.18486,68.248578,3,12,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,5000,60,318.4778,2133.8182,0.266267,759.570563,35,322,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,5000,60,36.7238,76.5364,1.184211,0.000432,13,47,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Spinosyns,5000,60,191.8346,2158.6182,0.085799,0.808491,33,322,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Diamides,500,90,1.2714,12.6933,0.000565,0.072666,3,16,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Organophosphates,500,90,0.5657,0.7833,0.014431,5.656951,1,3,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,500,90,2.8305,21.3773,0.002339,6.708172,3,31,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,500,90,0.0571,0.3121,0.001843,1e-06,1,1,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Spinosyns,500,90,1.817,20.1935,0.000811,0.007741,3,31,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Diamides,1000,90,5.1078,51.0553,0.00227,0.293681,3,16,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Organophosphates,1000,90,2.1595,2.9901,0.05509,21.595318,1,3,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,1000,90,11.4406,86.6637,0.009441,27.193707,3,31,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,1000,90,0.2405,1.3137,0.007758,3e-06,1,1,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Spinosyns,1000,90,7.3863,82.0027,0.003299,0.031438,3,31,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Diamides,2000,90,22.1339,220.0232,0.009837,1.254844,11,89,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Next-gen systemics,2000,90,2.086,11.4317,0.008991,2.7e-05,3,21,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Organophosphates,2000,90,6.8837,9.9821,0.175604,68.836845,2,4,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,2000,90,52.2777,357.2312,0.043881,119.476698,10,115,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,2000,90,0.799,4.365,0.025774,9e-06,2,6,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Spinosyns,2000,90,33.041,368.9591,0.014763,0.140152,11,129,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Carbamates,5000,90,0.097,0.1078,0.004008,0.012761,1,1,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Diamides,5000,90,122.3869,1194.0061,0.054394,6.803298,34,239,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Next-gen systemics,5000,90,34.1669,198.0093,0.147271,0.00044,12,47,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Organophosphates,5000,90,9.5263,16.2245,0.250893,94.133389,5,15,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Pyrethroids,5000,90,318.4781,2133.8242,0.266267,759.571678,35,323,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Restricted neonics,5000,90,37.5676,78.2031,1.211433,0.000442,13,55,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Spinosyns,5000,90,191.8348,2158.6199,0.0858,0.808492,33,324,BBS_CA_054_ORANGE_COVE_2018,2018-05-28,2018-06-10,plss_spatial
Diamides,500,30,0.5859,5.6074,0.00026,0.029293,3,11,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Next-gen systemics,500,30,0.8356,4.5817,0.003602,1.1e-05,2,5,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Other neonics,500,30,0.2269,0.9092,0.002315,5e-06,1,1,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,500,30,4.5172,30.5917,0.00385,10.362038,3,48,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Spinosyns,500,30,3.139,35.2244,0.001395,0.013768,3,46,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Diamides,1000,30,2.2971,21.9811,0.001021,0.114855,3,11,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Next-gen systemics,1000,30,3.3267,18.2409,0.014339,4.3e-05,2,5,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Other neonics,1000,30,0.9246,3.7053,0.009435,1.9e-05,1,1,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,1000,30,17.8453,121.0928,0.015214,40.87504,3,48,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Spinosyns,1000,30,12.6413,141.8656,0.005618,0.055444,3,46,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Diamides,2000,30,8.3825,80.2486,0.003726,0.419946,7,40,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Next-gen systemics,2000,30,11.206,61.6894,0.048302,0.000144,6,14,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Organophosphates,2000,30,4.9058,5.1006,0.458838,0.002409,2,4,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Other neonics,2000,30,2.9892,11.9782,0.030502,6e-05,1,1,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,2000,30,79.5821,489.2956,0.068654,175.506629,11,133,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Restricted neonics,2000,30,1.1288,2.6053,0.036412,1.3e-05,4,4,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Spinosyns,2000,30,53.0347,596.4685,0.023572,0.232556,11,159,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Carbamates,5000,30,934.6599,77.6723,0.46733,125.121811,4,6,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Diamides,5000,30,82.0941,785.6058,0.036486,4.116779,25,147,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Next-gen systemics,5000,30,15.9065,89.1593,0.068563,0.000205,10,20,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Organophosphates,5000,30,57.4231,71.3821,4.36387,16.032558,4,8,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Other neonics,5000,30,3.0791,12.3388,0.03142,6.2e-05,1,1,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,5000,30,494.8896,2717.1352,0.427016,1082.106205,36,360,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Restricted neonics,5000,30,17.3733,60.6593,0.560429,0.000204,14,22,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Spinosyns,5000,30,256.7594,2851.2867,0.114655,1.093241,35,378,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Diamides,500,60,0.9179,8.9812,0.000408,0.057919,3,17,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Next-gen systemics,500,60,0.8356,4.5817,0.003602,1.1e-05,2,5,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Other neonics,500,60,0.2269,0.9092,0.002315,5e-06,1,1,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,500,60,4.5172,30.5917,0.00385,10.362038,3,48,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Spinosyns,500,60,3.139,35.2244,0.001395,0.013768,3,46,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Diamides,1000,60,3.6504,35.7303,0.001622,0.231517,3,17,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Next-gen systemics,1000,60,3.3267,18.2409,0.014339,4.3e-05,2,5,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Other neonics,1000,60,0.9246,3.7053,0.009435,1.9e-05,1,1,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,1000,60,17.8453,121.0928,0.015214,40.87504,3,48,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Spinosyns,1000,60,12.6413,141.8656,0.005618,0.055444,3,46,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Diamides,2000,60,12.9223,126.4169,0.005743,0.811307,8,50,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Next-gen systemics,2000,60,11.206,61.6894,0.048302,0.000144,6,14,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Organophosphates,2000,60,4.9058,5.1006,0.458838,0.002409,2,4,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Other neonics,2000,60,2.9892,11.9782,0.030502,6e-05,1,1,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,2000,60,79.5821,489.2956,0.068654,175.506629,11,133,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Restricted neonics,2000,60,1.1288,2.6053,0.036412,1.3e-05,4,4,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Spinosyns,2000,60,53.0376,597.2744,0.023573,0.232559,11,160,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Carbamates,5000,60,934.6599,77.6723,0.46733,125.121811,4,6,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Diamides,5000,60,103.3288,1013.2536,0.045924,5.914151,26,192,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Next-gen systemics,5000,60,15.9936,89.6814,0.068938,0.000206,11,21,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Organophosphates,5000,60,66.1328,103.2397,4.388493,21.247456,6,15,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Other neonics,5000,60,3.0791,12.3388,0.03142,6.2e-05,1,1,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,5000,60,496.3942,2787.5543,0.427842,1095.152281,36,367,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Restricted neonics,5000,60,17.3733,60.6593,0.560429,0.000204,14,22,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Spinosyns,5000,60,257.7833,2870.3478,0.115111,1.097658,35,380,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Diamides,500,90,0.9179,8.9812,0.000408,0.057919,3,17,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Next-gen systemics,500,90,0.8356,4.5817,0.003602,1.1e-05,2,5,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Other neonics,500,90,0.2269,0.9092,0.002315,5e-06,1,1,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,500,90,4.5172,30.5917,0.00385,10.362038,3,48,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Spinosyns,500,90,3.1391,35.2511,0.001395,0.013768,3,48,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Diamides,1000,90,3.6504,35.7303,0.001622,0.231517,3,17,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Next-gen systemics,1000,90,3.3267,18.2409,0.014339,4.3e-05,2,5,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Other neonics,1000,90,0.9246,3.7053,0.009435,1.9e-05,1,1,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,1000,90,17.8453,121.0928,0.015214,40.87504,3,48,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Spinosyns,1000,90,12.6418,141.9777,0.005619,0.055445,3,48,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Diamides,2000,90,12.9223,126.4169,0.005743,0.811307,8,50,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Next-gen systemics,2000,90,11.206,61.6894,0.048302,0.000144,6,14,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Organophosphates,2000,90,4.9058,5.1006,0.458838,0.002409,2,4,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Other neonics,2000,90,2.9892,11.9782,0.030502,6e-05,1,1,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,2000,90,79.5821,489.2956,0.068654,175.506629,11,133,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Restricted neonics,2000,90,1.1288,2.6053,0.036412,1.3e-05,4,4,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Spinosyns,2000,90,53.0391,597.6466,0.023574,0.23256,11,162,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Carbamates,5000,90,934.6599,77.6723,0.46733,125.121811,4,6,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Diamides,5000,90,103.331,1013.2684,0.045925,5.914262,27,193,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Next-gen systemics,5000,90,15.9936,89.6814,0.068938,0.000206,11,21,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Organophosphates,5000,90,67.0714,103.7294,4.391108,22.588412,6,17,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Other neonics,5000,90,3.0791,12.3388,0.03142,6.2e-05,1,1,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Pyrethroids,5000,90,496.3942,2787.5543,0.427842,1095.152281,36,367,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Restricted neonics,5000,90,17.3733,60.6593,0.560429,0.000204,14,22,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Spinosyns,5000,90,257.785,2870.7361,0.115112,1.09766,35,383,BBS_CA_054_ORANGE_COVE_2019,2019-05-28,2019-06-10,plss_spatial
Diamides,500,30,2.3478,20.2961,0.001043,0.117391,3,25,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Pyrethroids,500,30,4.6257,39.3651,0.003782,11.349853,3,49,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Restricted neonics,500,30,1.6188,4.3838,0.05222,1.9e-05,2,5,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Spinosyns,500,30,0.666,7.1366,0.000296,0.002921,3,14,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Diamides,1000,30,9.3896,80.6529,0.004173,0.469479,3,25,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Pyrethroids,1000,30,18.4612,157.0076,0.015086,45.329152,3,49,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Restricted neonics,1000,30,6.4833,17.1086,0.20914,7.6e-05,2,5,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Spinosyns,1000,30,2.6582,28.4787,0.001181,0.011659,3,14,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Diamides,2000,30,40.3146,355.3377,0.017918,2.016818,11,107,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Next-gen systemics,2000,30,2.5449,15.5179,0.01097,3.3e-05,3,26,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Other neonics,2000,30,0.0001,0.0009,1e-06,0.0,1,1,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Pyrethroids,2000,30,88.8532,735.6862,0.073573,209.672594,11,197,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Restricted neonics,2000,30,23.209,58.6493,0.748676,0.000273,5,13,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Spinosyns,2000,30,13.4681,157.037,0.005987,0.058973,10,78,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Diamides,5000,30,263.0988,2480.717,0.116933,13.168676,35,354,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Next-gen systemics,5000,30,22.8061,140.8467,0.098302,0.000294,7,31,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Organophosphates,5000,30,50.2372,102.6759,0.180297,68.624175,5,20,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Other neonics,5000,30,15.489,69.9178,0.158051,0.000311,4,6,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Pyrethroids,5000,30,561.2006,4479.7316,0.465503,1312.735343,36,491,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Restricted neonics,5000,30,126.6923,298.4377,4.08685,0.00149,17,58,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Spinosyns,5000,30,77.516,941.8483,0.034464,0.339253,27,158,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Diamides,500,60,2.3531,20.3564,0.001046,0.117846,3,26,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Next-gen systemics,500,60,0.2513,1.5678,0.001083,3e-06,2,2,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Pyrethroids,500,60,4.6257,39.3651,0.003782,11.349853,3,49,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Restricted neonics,500,60,1.6188,4.3838,0.05222,1.9e-05,2,5,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Spinosyns,500,60,0.666,7.1366,0.000296,0.002921,3,14,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Diamides,1000,60,9.4097,80.8831,0.004182,0.471216,3,26,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
Next-gen systemics,1000,60,0.9828,6.1256,0.004236,1.3e-05,2,2,BBS_CA_054_ORANGE_COVE_2020,2020-05-28,2020-06-10,plss_spatial
